end,length,minorLoss,name,roughness,start,status,tags,diameter,year
Junction-59126,"26.850000000000001","0.000000000000000",Pipe-54046,"1.000000000000000",Junction-1174,OPEN,steel,"28.500","1980"
Junction-571,"75.859999999999999","0.000000000000000",Pipe-312,"1.000000000000000",Junction-572,OPEN,steel,"107.100","2003"
Junction-655,"43.340000000000003","0.000000000000000",Pipe-7918,"1.000000000000000",Junction-36228,OPEN,steel,"54.500","1975"
Junction-26158,"94.140000000000001","0.000000000000000",Pipe-15323,"1.000000000000000",Junction-26156,OPEN,steel,"54.500","2008"
Junction-36231,"0.300000000000000","0.000000000000000",Pipe-23095,"1.000000000000000",Junction-14558,OPEN,steel,"43.100","1975"
Junction-1171,"12.060000000000000","0.000000000000000",Pipe-54044,"1.000000000000000",Junction-59125,OPEN,steel,"28.500","1980"
Junction-470082,"1.480000000000000","0.000000000000000",Pipe-550271,"1.000000000000000",Junction-477168,OPEN,steel,"160.300","2024"
Junction-27476,"21.660000000000000","0.000000000000000",Pipe-16313,"1.000000000000000",Junction-2094,OPEN,steel,"82.500","1999"
Junction-455970,"5.390000000000000","0.000000000000000",Pipe-534318,"1.000000000000000",Junction-456042,OPEN,steel,"37.200","2008"
Junction-2419,"13.820000000000000","0.000000000000000",Pipe-54793,"1.000000000000000",Junction-56105,OPEN,steel,"43.100","1999"
Junction-456257,"19.280000000000001","0.000000000000000",Pipe-549700,"1.000000000000000",Junction-476794,OPEN,steel,"42.000","1993"
Junction-50776,"26.680000000000000","0.000000000000000",Pipe-23053,"1.000000000000000",Junction-14472,OPEN,steel,"43.100","2002"
Junction-1161,"15.490000000000000","0.000000000000000",Pipe-54038,"1.000000000000000",Junction-36549,OPEN,steel,"28.500","1999"
Junction-475144,"29.770000000000000","0.000000000000000",Pipe-547436,"1.000000000000000",Junction-475104,OPEN,steel,"43.100","2023"
Junction-14446,"32.329999999999998","0.000000000000000",Pipe-38469,"1.000000000000000",Junction-14438,OPEN,steel,"54.500","2006"
Junction-35857,"13.029999999999999","0.000000000000000",Pipe-539941,"1.000000000000000",Junction-469993,OPEN,steel,"43.100","2020"
Junction-14323,"3.200000000000000","0.000000000000000",Pipe-7774,"1.000000000000000",Junction-14322,OPEN,steel,"54.500","2004"
Junction-475363,"17.590000000000000","0.000000000000000",Pipe-547759,"1.000000000000000",Junction-475362,OPEN,steel,"82.500","2011"
Junction-471252,"0.740000000000000","0.000000000000000",Pipe-23014,"1.000000000000000",Junction-55591,OPEN,steel,"54.500","1984"
Junction-455533,"149.330000000000013","0.000000000000000",Pipe-15901,"1.000000000000000",Junction-26924,OPEN,steel,"210.100","1999"
Junction-456558,"42.420000000000002","0.000000000000000",Pipe-545349,"1.000000000000000",Junction-473607,OPEN,steel,"70.300","2001"
Junction-44059,"67.689999999999998","0.000000000000000",Pipe-30439,"1.000000000000000",Junction-14028,OPEN,steel,"107.100","2008"
Junction-27075,"0.300000000000000","0.000000000000000",Pipe-16015,"1.000000000000000",Junction-1561,OPEN,steel,"21.700","1980"
Junction-26245,"30.230000000000000","0.000000000000000",Pipe-15392,"1.000000000000000",Junction-26244,OPEN,steel,"43.100","2006"
Junction-427,"0.610000000000000","0.000000000000000",Pipe-232,"1.000000000000000",Junction-415,OPEN,steel,"70.300","1991"
Junction-453317,"0.420000000000000","0.000000000000000",Pipe-545780,"1.000000000000000",Junction-461300,OPEN,steel,"21.700","2023"
Junction-26353,"0.300000000000000","0.000000000000000",Pipe-15468,"1.000000000000000",Junction-26352,OPEN,steel,"28.500","1984"
Junction-36686,"27.300000000000001","0.000000000000000",Pipe-725,"1.000000000000000",Junction-1345,OPEN,steel,"43.100","1999"
Junction-50807,"0.360000000000000","0.000000000000000",Pipe-7919,"1.000000000000000",Junction-14553,OPEN,steel,"70.300","1982"
Junction-14360,"31.390000000000001","0.000000000000000",Pipe-22979,"1.000000000000000",Junction-14363,OPEN,steel,"54.500","1990"
Junction-467,"0.480000000000000","0.000000000000000",Pipe-22973,"1.000000000000000",Junction-466,OPEN,steel,"54.000","1991"
Junction-26437,"12.090000000000000","0.000000000000000",Pipe-23145,"1.000000000000000",Junction-36284,OPEN,steel,"28.500","2005"
Junction-475779,"15.060000000000000","0.000000000000000",Pipe-548310,"1.000000000000000",Junction-475012,OPEN,steel,"107.100","2023"
Junction-14539,"6.540000000000000","0.000000000000000",Pipe-7910,"1.000000000000000",Junction-14538,OPEN,steel,"28.500","2003"
Junction-59056,"0.300000000000000","0.000000000000000",Pipe-53799,"1.000000000000000",Junction-771,OPEN,steel,"37.200","1975"
Junction-27702,"0.500000000000000","0.000000000000000",Pipe-16486,"1.000000000000000",Junction-27701,OPEN,steel,"43.100","2003"
Junction-3032,"3.570000000000000","0.000000000000000",Pipe-16804,"1.000000000000000",Junction-28116,OPEN,steel,"107.100","2006"
Junction-16685,"35.469999999999999","0.000000000000000",Pipe-16671,"1.000000000000000",Junction-16459,OPEN,steel,"43.100","1975"
Junction-2410,"25.510000000000002","0.000000000000000",Pipe-31818,"1.000000000000000",Junction-37288,OPEN,steel,"43.100","1999"
Junction-36989,"84.739999999999995","0.000000000000000",Pipe-988,"1.000000000000000",Junction-15663,OPEN,steel,"54.500","1975"
Junction-36082,"69.760000000000005","0.000000000000000",Pipe-22954,"1.000000000000000",Junction-14314,OPEN,steel,"107.100","2006"
Junction-3344,"50.140000000000001","0.000000000000000",Pipe-1804,"1.000000000000000",Junction-16889,OPEN,steel,"263.000","2006"
Junction-14472,"16.609999999999999","0.000000000000000",Pipe-7866,"1.000000000000000",Junction-14471,OPEN,steel,"28.500","2003"
Junction-1541,"4.110000000000001","0.000000000000000",Pipe-829,"1.000000000000000",Junction-36792,OPEN,steel,"54.500","2012"
Junction-474275,"23.590000000000000","0.000000000000000",Pipe-520025,"1.000000000000000",Junction-46337,OPEN,steel,"37.200","2008"
Junction-1140,"69.870000000000005","0.000000000000000",Pipe-521073,"1.000000000000000",Junction-455280,OPEN,steel,"82.500","2008"
Junction-36157,"51.479999999999997","0.000000000000000",Pipe-53677,"1.000000000000000",Junction-26321,OPEN,steel,"70.300","2006"
Junction-36170,"141.319999999999993","0.000000000000000",Pipe-38471,"1.000000000000000",Junction-36221,OPEN,steel,"160.300","2003"
Junction-14389,"44.659999999999997","0.000000000000000",Pipe-7816,"1.000000000000000",Sensor-4,OPEN,steel,"82.500","2004"
Junction-36089,"2.480000000000000","0.000000000000000",Pipe-22961,"1.000000000000000",Junction-446,OPEN,steel,"37.200","2004"
Junction-1174,"6.880000000000000","0.000000000000000",Pipe-15778,"1.000000000000000",Junction-26759,OPEN,steel,"21.700","1980"
Junction-26303,"17.739999999999998","0.000000000000000",Pipe-15433,"1.000000000000000",Junction-26302,OPEN,steel,"28.500","2006"
Junction-59581,"0.180000000000000","0.000000000000000",Pipe-55845,"1.000000000000000",Junction-29113,OPEN,steel,"21.700","2005"
Junction-16445,"53.869999999999997","0.000000000000000",Pipe-1638,"1.000000000000000",Junction-16643,OPEN,steel,"37.200","2006"
Junction-456147,"46.479999999999997","0.000000000000000",Pipe-549262,"1.000000000000000",Junction-455357,OPEN,steel,"82.500","2008"
Junction-50802,"13.330000000000000","0.000000000000000",Pipe-23100,"1.000000000000000",Junction-739,OPEN,steel,"28.500","1975"
Junction-527,"19.500000000000000","0.000000000000000",Pipe-288,"1.000000000000000",Junction-526,OPEN,steel,"43.100","1990"
Junction-472201,"14.310000000000000","0.000000000000000",Pipe-545784,"1.000000000000000",Junction-473936,OPEN,steel,"107.100","2021"
Junction-2074,"46.469999999999999","0.000000000000000",Pipe-8722,"1.000000000000000",Junction-51337,OPEN,steel,"37.200","1999"
Junction-475423,"79.209999999999994","0.000000000000000",Pipe-548095,"1.000000000000000",Junction-475714,OPEN,steel,"70.300","2023"
Junction-14133,"85.409999999999997","0.000000000000000",Pipe-38264,"1.000000000000000",Junction-231,OPEN,steel,"107.100","2007"
Junction-580,"46.710000000000001","0.000000000000000",Pipe-38486,"1.000000000000000",Junction-26334,OPEN,steel,"210.100","2002"
Junction-36088,"0.210000000000000","0.000000000000000",Pipe-53611,"1.000000000000000",Junction-44234,OPEN,steel,"312.700","2004"
Junction-455322,"4.240000000000000","0.000000000000000",Pipe-543679,"1.000000000000000",Junction-472566,OPEN,steel,"54.500","2008"
Junction-28372,"23.180000000000000","0.000000000000000",Pipe-32292,"1.000000000000000",Junction-37790,OPEN,steel,"54.500","2006"
Junction-14263,"25.510000000000002","0.000000000000000",Pipe-45984,"1.000000000000000",Junction-44199,OPEN,steel,"37.200","2008"
Junction-55866,"20.280000000000001","0.000000000000000",Pipe-520869,"1.000000000000000",Junction-27046,OPEN,steel,"43.100","2008"
Junction-454170,"0.820000000000000","0.000000000000000",Pipe-542501,"1.000000000000000",Junction-471774,OPEN,steel,"43.100","2017"
Junction-2115,"33.670000000000002","0.000000000000000",Pipe-54613,"1.000000000000000",Junction-2110,OPEN,steel,"43.100","1975"
Junction-14718,"0.160000000000000","0.000000000000000",Pipe-8018,"1.000000000000000",Junction-880,OPEN,steel,"107.100","1982"
Junction-44207,"25.309999999999999","0.000000000000000",Pipe-30615,"1.000000000000000",Junction-44208,OPEN,steel,"28.500","1991"
Junction-1564,"0.620000000000000","0.000000000000000",Pipe-841,"1.000000000000000",Junction-1563,OPEN,steel,"160.300","1995"
Junction-452,"12.779999999999999","0.000000000000000",Pipe-247,"1.000000000000000",Junction-55569,OPEN,steel,"28.500","1991"
Junction-15231,"24.100000000000001","0.000000000000000",Pipe-8333,"1.000000000000000",Junction-15230,OPEN,steel,"54.500","1999"
Junction-15647,"12.400000000000000","0.000000000000000",Pipe-8591,"1.000000000000000",Junction-15646,OPEN,steel,"28.500","2001"
Junction-59001,"0.300000000000000","0.000000000000000",Pipe-53626,"1.000000000000000",Junction-467,OPEN,steel,"29.000","1991"
Junction-2115,"20.520000000000000","0.000000000000000",Pipe-16325,"1.000000000000000",Junction-27489,OPEN,steel,"28.500","1975"
Junction-471574,"0.510000000000000","0.000000000000000",Pipe-542197,"1.000000000000000",Junction-470713,OPEN,steel,"28.500","2019"
Junction-36101,"7.370000000000000","0.000000000000000",Pipe-53624,"1.000000000000000",Junction-50715,OPEN,steel,"54.500","1991"
Junction-442,"5.000000000000000","0.000000000000000",Pipe-15355,"1.000000000000000",Junction-26203,OPEN,steel,"107.100","2006"
Junction-455418,"61.270000000000003","0.000000000000000",Pipe-38648,"1.000000000000000",Junction-36370,OPEN,steel,"70.300","1980"
Junction-55555,"14.140000000000001","0.000000000000000",Pipe-15305,"1.000000000000000",Junction-14233,OPEN,steel,"28.500","2018"
Junction-27473,"167.030000000000001","0.000000000000000",Pipe-16310,"1.000000000000000",Junction-15860,OPEN,steel,"82.500","1999"
Junction-27485,"56.609999999999999","0.000000000000000",Pipe-23927,"1.000000000000000",Junction-37116,OPEN,steel,"43.100","1975"
Junction-575867,"95.049999999999997","0.000000000000000",Pipe-31833,"1.000000000000000",Junction-16184,OPEN,steel,"263.000","2003"
Junction-26273,"198.080000000000013","0.000000000000000",Pipe-30683,"1.000000000000000",Junction-14482,OPEN,steel,"210.100","2019"
Junction-517,"63.549999999999997","0.000000000000000",Pipe-15414,"1.000000000000000",Junction-26275,OPEN,steel,"160.300","1990"
Junction-455508,"20.559999999999999","0.000000000000000",Pipe-540464,"1.000000000000000",Junction-455507,OPEN,steel,"37.200","2008"
Junction-36029,"0.290000000000000","0.000000000000000",Pipe-522613,"1.000000000000000",Junction-457433,OPEN,steel,"42.000","2007"
Junction-404,"20.699999999999999","0.000000000000000",Pipe-22937,"1.000000000000000",Junction-36067,OPEN,steel,"28.500","2000"
Junction-471826,"19.010000000000002","0.000000000000000",Pipe-536638,"1.000000000000000",Junction-455280,OPEN,steel,"54.500","2008"
Junction-44368,"87.719999999999999","0.000000000000000",Pipe-23153,"1.000000000000000",Junction-26455,OPEN,steel,"82.500","2017"
Junction-59176,"12.359999999999999","0.000000000000000",Pipe-54297,"1.000000000000000",Junction-51244,OPEN,steel,"23.000","2019"
Junction-440,"65.840000000000003","0.000000000000000",Pipe-38409,"1.000000000000000",Junction-50729,OPEN,steel,"160.300","2006"
Junction-2094,"5.530000000000000","0.000000000000000",Pipe-1126,"1.000000000000000",Junction-2093,OPEN,steel,"82.500","1999"
Junction-16889,"135.099999999999994","0.000000000000000",Pipe-55276,"1.000000000000000",Junction-37791,OPEN,steel,"263.000","2006"
Junction-1355,"2.890000000000000","0.000000000000000",Pipe-31173,"1.000000000000000",Junction-44701,OPEN,steel,"21.700","1980"
Junction-17081,"15.550000000000001","0.000000000000000",Pipe-9499,"1.000000000000000",Junction-471083,OPEN,steel,"132.500","2018"
Junction-13959,"76.700000000000003","0.000000000000000",Pipe-540753,"1.000000000000000",Junction-4,OPEN,steel,"107.100","2020"
Junction-474382,"212.250000000000000","0.000000000000000",Pipe-546376,"1.000000000000000",Junction-474380,OPEN,steel,"795.400","2023"
Junction-615,"0.870000000000000","0.000000000000000",Pipe-46114,"1.000000000000000",Junction-36210,OPEN,steel,"82.500","1984"
Junction-16642,"81.450000000000003","0.000000000000000",Pipe-519936,"1.000000000000000",Junction-37634,OPEN,steel,"54.500","2006"
Junction-14609,"221.639999999999986","0.000000000000000",Pipe-7954,"1.000000000000000",Junction-736,OPEN,steel,"344.000","2003"
Junction-472569,"2.190000000000000","0.000000000000000",Pipe-519998,"1.000000000000000",Junction-455320,OPEN,steel,"54.500","2019"
Junction-58996,"2.460000000000000","0.000000000000000",Pipe-53617,"1.000000000000000",Junction-58995,OPEN,steel,"37.200","2004"
Junction-471156,"17.890000000000001","0.000000000000000",Pipe-541569,"1.000000000000000",Junction-26304,OPEN,steel,"37.200","2006"
Junction-14492,"1.220000000000000","0.000000000000000",Pipe-534014,"1.000000000000000",Junction-465962,OPEN,steel,"43.100","1975"
Junction-45090,"2.650000000000000","0.000000000000000",Pipe-31629,"1.000000000000000",Junction-36989,OPEN,steel,"28.500","2002"
Junction-474368,"7.290000000000000","0.000000000000000",Pipe-546210,"1.000000000000000",Junction-472342,OPEN,steel,"160.300","2023"
Junction-326,"48.079999999999998","0.000000000000000",Pipe-30575,"1.000000000000000",Junction-44180,OPEN,steel,"82.500","1994"
Junction-36155,"33.740000000000002","0.000000000000000",Pipe-23026,"1.000000000000000",Junction-543,OPEN,steel,"54.500","2006"
Junction-455864,"38.619999999999997","0.000000000000000",Pipe-39968,"1.000000000000000",Junction-16687,OPEN,steel,"344.400","1975"
Junction-16685,"84.810000000000002","0.000000000000000",Pipe-9245,"1.000000000000000",Junction-16687,OPEN,steel,"495.400","2019"
Junction-56241,"51.450000000000003","0.000000000000000",Pipe-47446,"1.000000000000000",Junction-56240,OPEN,steel,"28.500","2006"
Junction-14244,"1.210000000000000","0.000000000000000",Pipe-30588,"1.000000000000000",Junction-44190,OPEN,steel,"43.100","2006"
Junction-51339,"24.239999999999998","0.000000000000000",Pipe-54601,"1.000000000000000",Junction-2083,OPEN,steel,"70.300","1999"
Junction-474694,"27.090000000000000","0.000000000000000",Pipe-546901,"1.000000000000000",Junction-457437,OPEN,steel,"312.700","2023"
Junction-468783,"16.920000000000002","0.000000000000000",Pipe-16140,"1.000000000000000",Junction-27240,OPEN,steel,"70.300","1999"
Junction-457257,"66.370000000000005","0.000000000000000",Pipe-48529,"1.000000000000000",Junction-46338,OPEN,steel,"43.100","2008"
Junction-51695,"11.570000000000000","0.000000000000000",Pipe-39948,"1.000000000000000",Junction-51694,OPEN,steel,"28.500","2006"
Junction-3344,"21.199999999999999","0.000000000000000",Pipe-32295,"1.000000000000000",Junction-37794,OPEN,steel,"263.000","2020"
Junction-476201,"20.750000000000000","0.000000000000000",Pipe-547248,"1.000000000000000",Junction-474926,OPEN,steel,"43.100","2023"
Junction-475957,"22.829999999999998","0.000000000000000",Pipe-548702,"1.000000000000000",Junction-475020,OPEN,steel,"28.500","2023"
Junction-35960,"61.439999999999998","0.000000000000000",Pipe-520976,"1.000000000000000",Junction-456152,OPEN,steel,"70.300","2008"
Junction-55664,"1.130000000000000","0.000000000000000",Pipe-53842,"1.000000000000000",Junction-14692,OPEN,steel,"82.500","2006"
Junction-27478,"16.020000000000000","0.000000000000000",Pipe-46937,"1.000000000000000",Junction-15862,OPEN,steel,"28.500","1999"
Junction-35902,"37.549999999999997","0.000000000000000",Pipe-45842,"1.000000000000000",Junction-50622,OPEN,steel,"132.500","2008"
Junction-360,"21.219999999999999","0.000000000000000",Pipe-195,"1.000000000000000",Junction-359,OPEN,steel,"37.200","1998"
Junction-454895,"17.590000000000000","0.000000000000000",Pipe-547758,"1.000000000000000",Junction-475363,OPEN,steel,"82.500","2011"
Junction-26286,"0.670000000000000","0.000000000000000",Pipe-541709,"1.000000000000000",Junction-471253,OPEN,steel,"54.500","2021"
Junction-555,"15.600000000000000","0.000000000000000",Pipe-303,"1.000000000000000",Junction-554,OPEN,steel,"28.500","2006"
